strainID,CC_or_ST,CC_or_ST:color,Source,Source:color,tet_gene,tet_gene:color,Quinolone_gene,Quinolone_gene:color,macrolide_gene,macrolide_gene:color,aminoglycoside_gene,aminoglycoside_gene:color,isolation_year,isolation_year:color
S-SA-02-CJ-B-21-1-66,ST922,#1D2088,Cattle_stool,#FEF08A,tet(O/M/O)*,#ADFF2F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-SA-02-CJ-B-7-1-7,,,Cattle_stool,#FEF08A,tet(O/M/O)*,#ADFF2F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-SA-02-CJ-B-30-1-75,ST922,#1D2088,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-LS-30-CJ-B-93-1-10,ST922,#1D2088,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-SA-R1-CJ-B-29-1-8,ST922,#1D2088,Cattle_stool,#FEF08A,tet(O),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
HP12654,ST922,#1D2088,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
S-SA-02-CJ-B-13-1-13,ST922,#1D2088,Cattle_stool,#FEF08A,tet(O)^,#67991C,gyrA_T86I,#916523,None,#CCCCCC,aph(3')-IIIa,#ffc000,2020,#A5D4AD
HP12145,ST922,#1D2088,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-LS-30-CJ-B-241-1-42,Others,#7F7F7F,Cattle_stool,#FEF08A,tet(O/M/O)*,#ADFF2F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-SA-R1-CJ-B-342-1-127,Others,#7F7F7F,Cattle_stool,#FEF08A,tet(O/M/O)*,#ADFF2F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
HP12209,,,Human,#FF0000,tet(O/M/O)*,#ADFF2F,None,#CCCCCC,None,#CCCCCC,aph(3')-IIIa*,#ffc000,2018,#FFF9B1
S-SA-R1-CJ-B-64-1-25,ST922,#1D2088,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
S-LS-30-CJ-B-150-1-20,ST922,#1D2088,Cattle_stool,#FEF08A,tet(O/M/O)*,#ADFF2F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-LS-30-CJ-B-207-1-39,ST922,#1D2088,Cattle_stool,#FEF08A,tet(O/M/O)*,#ADFF2F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12532,ST922,#1D2088,Human,#FF0000,tet(O/M/O)*,#ADFF2F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2021,#9FD9F6
S-SA-R1-CJ-B-21-1-6,ST922,#1D2088,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
S-SA-R1-CJ-B-282-1-100,ST922,#1D2088,Cattle_stool,#FEF08A,tet(O/M/O)*,#ADFF2F,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
S-SA-02-CJ-B-4-1-4,ST922,#1D2088,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-SA-R1-CJ-B-46-1-15,ST922,#1D2088,Cattle_stool,#FEF08A,tet(O/M/O)*,#ADFF2F,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
HP12581,ST922,#1D2088,Human,#FF0000,tet(O/M/O)*,#ADFF2F,gyrA_T86I,#916523,None,#CCCCCC,aph(3')-IIIa,#ffc000,2022,#A3BCE2
HP12558,ST922,#1D2088,Human,#FF0000,tet(O/M/O)*,#ADFF2F,gyrA_T86I,#916523,None,#CCCCCC,aph(3')-IIIa,#ffc000,2022,#A3BCE2
S-SA-02-CJ-B-18-1-119,ST922,#1D2088,Cattle_stool,#FEF08A,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,aph(3')-IIIa,#ffc000,2020,#A5D4AD
HP12559,ST922,#1D2088,Human,#FF0000,tet(O/M/O)*,#ADFF2F,gyrA_T86I,#916523,None,#CCCCCC,aph(3')-IIIa,#ffc000,2022,#A3BCE2
HP12643,ST922,#1D2088,Human,#FF0000,tet(O/M/O)*,#ADFF2F,gyrA_T86I,#916523,None,#CCCCCC,aph(3')-IIIa,#ffc000,2023,#CFA7CD
S-SA-R1-CJ-B-87-1-32,ST922,#1D2088,Cattle_stool,#FEF08A,tet(O/M/O)*,#ADFF2F,gyrA_T86I,#916523,None,#CCCCCC,aph(3')-IIIa,#ffc000,2019,#D7E7AF
S-SA-R1-CJ-B-86-1-31,,,Cattle_stool,#FEF08A,tet(O/M/O)*,#ADFF2F,gyrA_T86I,#916523,None,#CCCCCC,aph(3')-IIIa*,#ffc000,2019,#D7E7AF
HP12496,Others,#7F7F7F,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2021,#9FD9F6
HP12616,Others,#7F7F7F,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
HP12508,Others,#7F7F7F,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2021,#9FD9F6
HP12570,Others,#7F7F7F,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
HP12165,,,Human,#FF0000,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,aadE,#FF0080,2018,#FFF9B1
HP12182,Others,#7F7F7F,Human,#FF0000,tet(O)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12204,Others,#7F7F7F,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-SA-02-CJ-B-22-1-67,Others,#7F7F7F,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
SC34,,,Chicken_meat,#00FF00,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
SC10,Others,#7F7F7F,Chicken_meat,#00FF00,tet(O),#67991C,None,#CCCCCC,50S_L22_A103V,#125699,None,#CCCCCC,2023,#CFA7CD
S-FF-R1-CJ-C-4-1-1-52,,,Chicken_stool,#0E8F8F,tet(O)*,#67991C,gyrA_D90N,#00fa9a,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
S-FF-R2-CJ-C-4-1-1-59,,,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-FF-R2-CJ-C-7-1-1-33,Others,#7F7F7F,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-FF-R2-CJ-C-8-1-1-35,,,Chicken_stool,#0E8F8F,tet(O),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-FF-R1-CJ-C-5-1-1-22,ST-45 complex,#009944,Chicken_stool,#0E8F8F,tet(O/M/O),#ADFF2F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
HP12509,,,Human,#FF0000,tet(O/M/O),#ADFF2F,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2021,#9FD9F6
S-FF-R1-CJ-C-6-1-1-23,,,Chicken_stool,#0E8F8F,tet(O)*,#67991C,None,#CCCCCC,50S_L22_A103V,#125699,None,#CCCCCC,2019,#D7E7AF
S-FF-R1-CJ-C-4-1-1-20,,,Chicken_stool,#0E8F8F,tet(O),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
S-FF-R1-CJ-C-7-1-1-25,,,Chicken_stool,#0E8F8F,tet(O),#67991C,None,#CCCCCC,50S_L22_A103V,#125699,None,#CCCCCC,2019,#D7E7AF
S-FF-R1-CJ-C-2-1-1-3,,,Chicken_stool,#0E8F8F,tet(O)^,#67991C,None,#CCCCCC,50S_L22_A103V,#125699,None,#CCCCCC,2019,#D7E7AF
S-LS-30-CJ-C-37-2-1-16,ST-45 complex,#009944,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12149,ST-45 complex,#009944,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-FF-R2-CJ-C-2-1-1-56,Others,#7F7F7F,Chicken_stool,#0E8F8F,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-LS-30-CJ-C-126-1-1-71,Others,#7F7F7F,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-SA-R1-CJ-B-158-1-58,Others,#7F7F7F,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
S-FF-R3-CJ-C-7-1-1-82,ST-45 complex,#009944,Chicken_stool,#0E8F8F,tet(O)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2021,#9FD9F6
HP12160,ST-45 complex,#009944,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
SC4,ST-45 complex,#009944,Chicken_meat,#00FF00,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
SC17,ST-45 complex,#009944,Chicken_meat,#00FF00,tet(O/M/O)*,#ADFF2F,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
S-LS-30-CJ-B-191-1-31,ST-45 complex,#009944,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
SC47,ST-45 complex,#009944,Chicken_meat,#00FF00,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
SC3,ST-45 complex,#009944,Chicken_meat,#00FF00,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
SC20,ST-45 complex,#009944,Chicken_meat,#00FF00,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
SC14,ST-45 complex,#009944,Chicken_meat,#00FF00,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
S-FF-R2-CJ-C-3-2-1-58,ST-45 complex,#009944,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
SC35,ST-45 complex,#009944,Chicken_meat,#00FF00,tet(O/M/O)*,#ADFF2F,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
SC26,ST-45 complex,#009944,Chicken_meat,#00FF00,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
HP12202,ST-45 complex,#009944,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12201,ST-45 complex,#009944,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
SC15,ST-45 complex,#009944,Chicken_meat,#00FF00,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
S-SA-02-CJ-B-24-1-69,ST-45 complex,#009944,Cattle_stool,#FEF08A,tet(O)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-LS-30-CJ-B-87-1-9,ST-45 complex,#009944,Cattle_stool,#FEF08A,tet(O)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-SA-R1-CJ-B-279-1-98,ST-45 complex,#009944,Cattle_stool,#FEF08A,tet(O)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
SC19,ST-45 complex,#009944,Chicken_meat,#00FF00,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
SC61,ST-45 complex,#009944,Chicken_meat,#00FF00,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2024,#F5B2B2
HP12548,ST-45 complex,#009944,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
HP12203,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-FF-R1-CJ-C-3-1-1-50,ST-22 complex,#F39800,Chicken_stool,#0E8F8F,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
HP12639,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
HP12530,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2021,#9FD9F6
S-FF-R2-CJ-C-6-1-1-63,ST-22 complex,#F39800,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
HP12650,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
S-SA-02-CJ-B-36-1-81,ST-22 complex,#F39800,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
HP12237,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12246,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12630,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
HP12625,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
HP12620,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
S-FF-R2-CJ-C-1-1-1-13,ST-22 complex,#F39800,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-FF-R1-CJ-C-4-1-1-11,ST-22 complex,#F39800,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
HP12527,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2021,#9FD9F6
S-SA-03-CJ-B-1-1-1,ST-22 complex,#F39800,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2021,#9FD9F6
HP12632,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
HP12627,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
HP12557,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
HP12167,ST-22 complex,#F39800,Human,#FF0000,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12178,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12644,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
HP12180,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12184,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12525,ST-22 complex,#F39800,Human,#FF0000,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2021,#9FD9F6
SC28,ST-22 complex,#F39800,Chicken_meat,#00FF00,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
HP12568,ST-22 complex,#F39800,Human,#FF0000,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
S-FF-R1-CJ-C-2-1-1-48,ST-22 complex,#F39800,Chicken_stool,#0E8F8F,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
HP12517,ST-22 complex,#F39800,Human,#FF0000,tet(O)*,#67991C,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2021,#9FD9F6
HP12181,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-SA-R1-CJ-B-24-1-7,ST-22 complex,#F39800,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
HP12572,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
S-SA-02-CJ-B-6-1-107,ST-22 complex,#F39800,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-SA-02-CJ-B-14-1-115,ST-22 complex,#F39800,Cattle_stool,#FEF08A,tet(O/M/O)*,#ADFF2F,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-SA-R1-CJ-B-89-1-33,ST-22 complex,#F39800,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
S-LS-30-CJ-B-200-1-34,ST-22 complex,#F39800,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-SA-02-CJ-B-19-1-64,ST-22 complex,#F39800,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-SA-R1-CJ-B-67-1-26,ST-22 complex,#F39800,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
HP12205,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12190,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12235,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12239,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12240,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12234,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-LS-30-CJ-B-158-1-23,ST-22 complex,#F39800,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-SA-02-CJ-B-12-1-113,ST-22 complex,#F39800,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-SA-R1-CJ-B-56-1-23,ST-22 complex,#F39800,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
S-SA-02-CJ-B-18-1-63,ST-22 complex,#F39800,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
SC59,ST-22 complex,#F39800,Chicken_meat,#00FF00,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2024,#F5B2B2
HP12157,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12582,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
HP12245,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
HP12171,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-SA-R1-CJ-B-268-1-96,ST-22 complex,#F39800,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
S-SA-R1-CJ-B-52-1-19,ST-22 complex,#F39800,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
HP12177,ST-22 complex,#F39800,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-SA-R1-CJ-B-42-1-12,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2019,#D7E7AF
HP12596,ST-42 complex,#8FC31F,Human,#FF0000,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2023,#CFA7CD
S-SA-02-CJ-B-23-1-23,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-LS-30-CJ-B-106-1-13,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,None,#CCCCCC,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-SA-02-CJ-B-19-1-120,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,tet(O/M/O)*,#ADFF2F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
HP12569,ST-42 complex,#8FC31F,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2022,#A3BCE2
S-SA-02-CJ-B-2-1-47,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-SA-02-CJ-B-34-1-34,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,tet(O/M/O)*,#ADFF2F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-SA-02-CJ-B-16-1-16,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-SA-03-CJ-B-34-1-34,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,tet(O/M/O)*,#ADFF2F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2021,#9FD9F6
S-LS-30-CJ-B-76-1-6,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,tet(O/M/O)*,#ADFF2F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-SA-02-CJ-B-30-1-30,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-FF-R2-CJ-C-2-1-1-3,ST-42 complex,#8FC31F,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-FF-R2-CJ-C-1-1-1-1,ST-42 complex,#8FC31F,Chicken_stool,#0E8F8F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-LS-30-CJ-B-111-1-14,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-SA-02-CJ-B-39-1-39,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-SA-02-CJ-B-13-1-114,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,tet(O)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-SA-02-CJ-B-42-1-87,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,tet(O/M/O),#ADFF2F,gyrA_T86I,#916523,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
S-LS-30-CJ-B-72-1-5,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-SA-02-CJ-B-5-1-50,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,tet(O/M/O)*,#ADFF2F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2020,#A5D4AD
HP12512,ST-42 complex,#8FC31F,Human,#FF0000,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2021,#9FD9F6
S-LS-30-CJ-B-248-1-51,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
S-LS-30-CJ-B-249-1-52,ST-42 complex,#8FC31F,Cattle_stool,#FEF08A,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,2018,#FFF9B1
